t,x,y,ang,vx,vy,omega,thrust,torque
0.0,2.588946647538357,6.091347199450778,3.8988210722053567,2.575665824880325,-2.0089567348165076,6.014698000681288,0.0,-200.0
0.0025,2.5953817892990485,6.0862973330575585,3.9137811047242126,2.5724482539999793,-2.030931801619898,5.953353967662142,1.5200102256702436e-07,-200.0
0.005,2.6018088921579325,6.081192563319036,3.9285879716452574,2.5692347025972513,-2.0528794167776616,5.89216545663462,3.0266137329735255e-07,-200.0
0.0075,2.6082279661574264,6.07603295882145,3.9432420612804044,2.5660251656514834,-2.0747996145818917,5.831132073312779,4.4198108790748285e-07,-200.0
0.01,2.6146390213274007,6.070818588065368,3.9577437609571016,2.562819638146443,-2.096692429280123,5.770253424410287,5.699601663974153e-07,-200.0
0.0125,2.6210420676851935,6.0655495194657885,3.9720934570208284,2.5596181150720505,-2.1185578950771937,5.709529117637887,6.865986087671499e-07,-200.0
0.015,2.627437115235625,6.060225821352253,3.986291534837585,2.5564205914243776,-2.1403960461352995,5.6489587617008725,7.918964150166867e-07,-200.0
0.0175,2.6338241739710138,6.054847561968951,4.000338378796375,2.5532270622056426,-2.162206916574049,5.588541966296563,8.858535851460259e-07,-200.0
0.02,2.6402032538711913,6.0494148094748255,4.014234372311682,2.5500375224242084,-2.183990540470516,5.528278342111789,9.68470119155167e-07,-200.0
0.0225,2.6465743649035174,6.04392763194368,4.027979897825943,2.54685196709458,-2.205746951859296,5.468167500820385,1.03974601704411e-06,-200.0
0.025,2.6529375170228966,6.038386097364284,4.041575336812008,2.5436703912374004,-2.2274761847325575,5.408209055080688,1.099681278812856e-06,-200.0
0.0275,2.6592927201717917,6.032790273640481,4.055021069775605,2.5404927898794467,-2.2491782730400973,5.3484026185330364,1.1482759044614033e-06,-200.0
0.03,2.665639984280241,6.027140228591293,4.068317476257782,2.5373191580536285,-2.2708532506893935,5.2887478057972865,1.1855298939897527e-06,-200.0
0.0325,2.671979319265872,6.0214360299510234,4.0814649348373635,2.5341494907989826,-2.2925011515456575,5.229244232470327,1.211443247397905e-06,-200.0
0.035,2.678310735033918,6.015677745369368,4.094463823133383,2.530983783160671,-2.3141220094318875,5.1698915151236,1.2260159646858592e-06,-200.0
0.0375,2.6846342414772324,6.009865442411518,4.107314517807517,2.527822030189976,-2.335715858128921,5.110689271300632,1.2292480458536145e-06,-200.0
0.04,2.690949848476305,6.003999188558263,4.120017394566516,2.5246642269442967,-2.3572827313754865,5.051637119514572,1.2211394909011735e-06,-200.0
0.0425,2.6972575658992763,5.9980790512060995,4.132572828164621,2.5215103684871467,-2.378822662868257,4.992734679245728,1.201690299828534e-06,-200.0
0.045,2.7035574036019536,5.992105097667336,4.14498119240598,2.518360449888147,-2.400335686261901,4.933981570939117,1.1709004726356962e-06,-200.0
0.0475,2.7098493714278256,5.986077395170194,4.157242860147058,2.515214466223026,-2.4218218351691347,4.8753774160020225,1.1287700093226618e-06,-200.0
0.05,2.716133479208078,5.979996010858919,4.169358203299037,2.5120724125736102,-2.4432811431607724,4.8169218368015505,1.075298909889428e-06,-200.0
0.0525,2.722409736761608,5.973861011793879,4.1813275928302165,2.5089342840278257,-2.4647136437657795,4.758614456662199,1.0104871743359978e-06,-200.0
0.055,2.728678153895042,5.967672464951673,4.193151398768399,2.50580007567969,-2.4861193704713234,4.70045489986343,9.343348026623695e-07,-200.0
0.0575,2.734938740402747,5.961430437225235,4.204829990203278,2.5026697826293076,-2.5074983567228233,4.642442791637245,8.468417948685419e-07,-200.0
0.06,2.74119150606685,5.955134995423935,4.216363735288815,2.499543399982868,-2.528850635924003,4.584577758165777,7.480081509545176e-07,-200.0
0.0625,2.747436460657249,5.94878620627369,4.2277530012456115,2.4964209228526375,-2.5501762414369407,4.526859426578875,6.378338709202953e-07,-200.0
0.065,2.7536736139316313,5.9423841364170595,4.238998154363276,2.4933023463569577,-2.5714752065821185,4.469287424951707,5.163189547658757e-07,-200.0
0.0675,2.759902975635488,5.935928852413356,4.250099560002786,2.490187665620239,-2.5927475646384748,4.411861382302359,3.8346340249125817e-07,-200.0
0.07,2.7661245555021274,5.929420420738746,4.261057582598837,2.4870768757729556,-2.613993348843454,4.354580928589446,2.3926721409644175e-07,-200.0
0.0725,2.7723383632526937,5.922858907786355,4.271872585662196,2.48396997195164,-2.635212592393056,4.297445694709728,8.373038958142814e-08,-200.0
0.075,2.778544408596178,5.916244379866369,4.282544931782042,2.4808669492988797,-2.6564053284418874,4.2404553124957305,0.0,-200.0
0.0775,2.78474270122946,5.909576903206129,4.293074982628303,2.477767802982239,-2.6775715901117674,4.1836094147133736,0.0,-200.0
0.08,2.7909332508373494,5.9028565439502225,4.303463098953985,2.4746725281782944,-2.698711410483814,4.126907635059604,0.0,-200.0
0.0825,2.797116067092581,5.896083368160596,4.313709640597499,2.4715811200506783,-2.719824822589001,4.070349608160036,0.0,-200.0
0.085,2.8032911596558074,5.889257441816672,4.323814966484976,2.468493573769065,-2.740911859417039,4.013934969566598,0.0,-200.0
0.08750000000000001,2.809458538175611,5.8823788308154485,4.333779434632586,2.4654098845091634,-2.761972553916427,3.9576633557551784,0.0,-200.0
0.09,2.8156182122885225,5.875447600971604,4.343603402148838,2.4623300474527077,-2.783006938994505,3.901534404123292,0.0,-200.0
0.0925,2.8217701916190334,5.868463818017602,4.353287225236885,2.459254057787452,-2.804015047517504,3.845547752987736,0.0,-200.0
