t,x,y,ang,thrust,torque
0.0,-0.32841809268804756,9.213993783895503,-4.991276153482171,97.4077270941843,114.90026018551407
0.0025,-0.3282608454755904,9.207676529189534,-4.9792903972072695,95.44230815696383,114.85132258491541
0.005,-0.32816188877676145,9.201321841042562,-4.967268837286938,93.46211887349773,114.79320682266209
0.0075,-0.3281201441321005,9.194928756055761,-4.955211595334831,91.46715924378607,114.72591289875417
0.01,-0.32813451025128415,9.188496334334102,-4.943118797944658,89.45742926782876,114.64944081319159
0.0125,-0.3282038633516504,9.182023660130083,-4.930990576677566,87.43292894562592,114.56379056597441
0.015,-0.328327057512983,9.175509842485248,-4.918827068049536,85.3936582771774,114.4689621571026
0.0175,-0.32850292504865647,9.168954015869117,-4.906628413518829,83.33961726248333,114.36495558657616
0.02,-0.3287302768932327,9.162355340815118,-4.894394759473454,81.27080590154364,114.25177085439508
0.0225,-0.3290079030065915,9.15571300455311,-4.882126257218666,79.18722419435835,114.12940796055939
0.025,-0.32933457279466577,9.149026221638096,-4.869823062964505,77.08887214092749,113.99786690506909
0.0275,-0.32970903554684355,9.142294234574685,-4.857485337813358,74.97574974125101,113.85714768792411
0.03,-0.33013002089008747,9.135516314436918,-4.845113247747558,72.84785699532891,113.70725030912455
0.0325,-0.3305962392598119,9.12869176148298,-4.832706963617009,70.70519390316124,113.54817476867035
0.035,-0.3311063823875473,9.1218199057644,-4.820266661126849,68.54776046474797,113.37992106656151
0.0375,-0.331659123805409,9.114900107729293,-4.807792520825139,66.37555668008908,113.20248920279803
0.04,-0.3322531193673776,9.107931758819172,-4.795284728090583,64.1885825491846,113.01587917737996
0.0425,-0.332887007787385,9.100914282058934,-4.782743473120286,61.986838072034516,112.82009099030725
0.045,-0.3335594111941892,9.093847132639517,-4.770168950917534,59.77032324863883,112.6151246415799
0.0475,-0.33426893570300786,9.086729798492808,-4.757561361279611,57.53903807899755,112.40098013119794
0.05,-0.33501417200386924,9.079561800858317,-4.744920908785644,55.29298256311068,112.17765745916132
0.0525,-0.33579369596662484,9.07234269484118,-4.732247802784482,53.032156700978184,111.94515662547009
0.055,-0.3366060692625575,9.065072069961008,-4.719542257382601,50.756560492600116,111.70347763012424
0.0575,-0.33744984000250317,9.05774955069113,-4.706804491432044,48.466193937976435,111.45262047312377
0.06,-0.3383235433913934,9.050374796987736,-4.69403472851839,46.161057037107156,111.19258515446867
0.0625,-0.3392257023991107,9.042947504808499,-4.68123319694875,43.84114978999228,110.92337167415894
0.065,-0.34015482844753625,9.035467406620146,-4.668400129739804,41.50647219663179,110.64498003219457
0.0675,-0.34110942211365525,9.027934271894546,-4.655535764605851,39.15702425702572,110.35741022857557
0.07,-0.3420879738485715,9.02034790759284,-4.642640343946908,36.79280597117404,110.06066226330196
0.0725,-0.3430889647122683,9.012708158637114,-4.629714114836829,34.41381733907676,109.75473613637371
0.075,-0.3441108671239396,9.005014908369187,-4.61675732901145,32.020058360733884,109.43963184779086
0.0775,-0.3451521456276998,8.997268078995992,-4.603770242856776,29.611529036145395,109.11534939755336
0.08,-0.34621125767346683,8.98946763202113,-4.590753117397192,27.18822936531132,108.78188878566122
0.0825,-0.34728665441279966,8.981613568662095,-4.577706218283696,24.750159348231648,108.43925001211448
0.085,-0.34837678150945445,8.973705930252722,-4.56462981578218,22.29731898490636,108.08743307691309
0.08750000000000001,-0.3494800799644113,8.965744798630386,-4.551524184761719,19.83209654648417,107.72657428180824
0.09,-0.35059498769096636,8.957730296384788,-4.538389604643628,17.44531611863086,107.36185707589455
0.0925,-0.3517199690173222,8.94966258202449,-4.525226357856698,15.183328305184302,106.9959267486207
0.095,-0.3528535573995221,8.94154184125136,-4.51203472757446,13.046133106144481,106.62878329998665
0.0975,-0.35399436983533117,8.93336828165971,-4.4988149969515225,11.033730521511403,106.2604267299925
0.1,-0.35514110688629785,8.925142129684541,-4.485567449123618,9.146120551285064,105.89085703863815
0.10250000000000001,-0.3562925526207579,8.916863627542382,-4.47229236720765,7.383303195465474,105.52007422592365
0.105,-0.35744757447714015,8.908533030166822,-4.4589900343017455,5.745278454052628,105.148078291849
0.1075,-0.35860512304698894,8.900150602140755,-4.445660733485296,4.232046327046515,104.77486923641418
0.11,-0.3597642317771701,8.891716614627425,-4.43230474781901,2.843606814447151,104.4004470596192
0.1125,-0.3609240165907842,8.883231342302379,-4.418922360344958,1.5799599162545226,104.02481176146406
0.115,-0.3620836754263664,8.874695060288452,-4.405513854086621,0.441105632468644,103.64796334194878
0.11750000000000001,-0.3632424876950078,8.866108041095945,-4.392079512048937,0.0,103.26990180107333
0.12,-0.3643999832709969,8.857470494457262,-4.378619617218348,0.0,102.89062713883769
0.1225,-0.36555603288143274,8.84878252627191,-4.365134452562845,0.0,102.51013935524193
0.125,-0.3667106383326431,8.840044199527444,-4.351624301032021,0.0,102.12843845028598
0.1275,-0.36786380142869923,8.83125557713274,-4.338089445557109,0.0,101.74552442396991
0.13,-0.36901552397141874,8.822416721918083,-4.324530169051034,0.0,101.36139727629364
0.1325,-0.3701658077603683,8.81352769663527,-4.3109467544084605,0.0,100.97605700725722
0.135,-0.3713146545928665,8.804588563957704,-4.297339484505835,0.0,100.58950361686067
0.1375,-0.3724620662639868,8.795599386480504,-4.283708642201432,0.0,100.20173710510393
0.14,-0.3736080445665602,8.786560226720583,-4.270054510335407,0.0,99.81275747198704
0.14250000000000002,-0.37475259129117805,8.777471147116765,-4.256377371729831,0.0,99.42256471751
0.145,-0.3758957082261948,8.768332210029872,-4.242677509188748,0.0,99.03115884167278
0.1475,-0.3770373971577308,8.759143477742821,-4.228955205498211,0.0,98.63864998318617
0.15,-0.37817765986967544,8.749905012460726,-4.215210743394592,0.0,98.24515964945141
0.1525,-0.3793164981436893,8.740616876310993,-4.201444405497964,0.0,97.8506879128806
0.155,-0.3804539137592074,8.731279131343419,-4.187656474277386,0.0,97.45523477347368
0.1575,-0.38158990849344193,8.721891839530283,-4.1738472320512665,0.0,97.05880023123069
0.16,-0.3827244841213849,8.712455062766452,-4.160016960987745,0.0,96.66138428615162
0.1625,-0.3838576424158109,8.702968862869469,-4.146165943105071,0.0,96.26298693823648
0.165,-0.38498938514728004,8.693433301579654,-4.132294460271986,0.0,95.86360818748524
