t,x,y,ang,thrust,torque
0.0,-0.804020432821061,6.943871124335673,-3.387818704678622,0.0,200.0
0.0025,-0.805740492730647,6.937989624938429,-3.402886101542857,0.0,199.9999916761681
0.005,-0.807458403908583,6.932054261087728,-3.4178000606170422,0.0,199.9999819055974
0.0075,-0.8091741690391058,6.9260651000720745,-3.4325609709083778,0.0,199.99997268828668
0.01,-0.8108877908030985,6.920022209095912,-3.447169220438093,0.0,199.9999640242359
0.0125,-0.8125992718780956,6.913925655279731,-3.4616251962433693,0.0,199.99995591344504
0.015,-0.8143086149382865,6.907775505660176,-3.475929284379838,0.0,199.9999483559141
0.0175,-0.8160158226545203,6.901571827190147,-3.490081869924067,0.0,199.99994135164314
0.02,-0.8177208976943092,6.895314686738906,-3.5040833369760414,0.0,199.99993490063216
0.0225,-0.8194238427218334,6.889004151092178,-3.517934068661642,0.0,199.99992900288112
0.025,-0.8211246603979448,6.8826402869522605,-3.531634447135114,0.0,199.99992365839003
0.0275,-0.8228233533801715,6.876223160938125,-3.5451848535815302,0.0,199.99991886715884
0.03,-0.8245199243227215,6.869752839585519,-3.5585856682192474,0.0,199.99991462918763
0.0325,-0.8262143758764872,6.863229389347076,-3.5718372703023586,0.0,199.99991094447643
0.035,-0.8279067106890495,6.856652876592412,-3.5849400381231367,0.0,199.99990781302515
0.0375,-0.829596931404682,6.8500233676082365,-3.597894349014473,0.0,199.9999052348338
0.04,-0.8312850406643549,6.843340928598448,-3.61070057935231,0.0,199.99990320990239
0.0425,-0.8329710411057393,6.836605625684246,-3.6233591045580673,0.0,199.99990173823088
0.045,-0.834654935363211,6.829817524904228,-3.635870299101061,0.0,199.99990081981943
0.0475,-0.8363367260678554,6.822976692214494,-3.6482345365009183,0.0,199.99990045466782
0.05,-0.8380164158474707,6.816083193488753,-3.660452189329985,0.0,199.99990064277628
0.0525,-0.8396940073265724,6.80913709451842,-3.6725236292157257,0.0,199.9999013841446
0.055,-0.8413695031263977,6.802138461012726,-3.6844492268431224,0.0,199.9999026787729
0.0575,-0.843042905864909,6.795087358598813,-3.6962293519570606,0.0,199.99990452666114
0.06,-0.8447142181567986,6.787983852821843,-3.7078643733647145,0.0,199.99990692780935
0.0625,-0.8463834426134922,6.780828009145096,-3.7193546589379243,0.0,199.9999098822175
0.065,-0.8480505818431533,6.773619892950075,-3.730700575615567,0.0,199.9999133898856
0.0675,-0.8497156384506873,6.766359569536608,-3.741902489405921,0.0,199.99991745081363
0.07,-0.8513786150377456,6.7590471041229465,-3.752960765389028,0.0,199.99992206500164
0.0725,-0.8530395142027293,6.751682561845873,-3.7638757677190426,0.0,199.99992723244958
0.075,-0.8546983385407938,6.744266007760798,-3.774647859626583,0.0,199.99993295315747
0.0775,-0.8563550906438524,6.736797506841865,-3.78527740342107,0.0,199.99993922712534
0.08,-0.8580097731005806,6.729277123982048,-3.795764760493064,0.0,199.99994605435313
0.0825,-0.8596623884964201,6.72170492399326,-3.806110291316594,0.0,199.99995343484088
0.085,-0.8613129394135828,6.714080971606444,-3.81631435545148,0.0,199.99996136858854
0.08750000000000001,-0.8629614284310548,6.706405331471685,-3.826377311545654,0.0,199.99996985559622
0.09,-0.8646078581246006,6.698678068158302,-3.8362995173374683,0.0,199.9999788958638
0.0925,-0.8662522310667669,6.690899246154956,-3.846081329658003,0.0,199.99998848939134
0.095,-0.8678945498268866,6.683068929869745,-3.8557231044333666,0.0,199.99999863617882
0.0975,-0.8695348169710834,6.6751871836303085,-3.8652251966869904,2.846077552114571e-06,200.0
0.1,-0.8711730350628656,6.667254071683262,-3.874587960544606,7.227118786206447e-06,200.0
0.10250000000000001,-0.8728092066634661,6.659269658193956,-3.883811749237074,1.1823550445123494e-05,200.0
0.105,-0.8744433343313173,6.6512340072472105,-3.892896915100121,1.663537252886567e-05,200.0
